asteroid_number,family_name,family_id,catalog_source,population,reported_family_member_count,is_primary
482392,Eos,P25-3006,Proper25_2026,main_belt,33006,false
482397,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482402,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
482403,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482407,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482409,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
482416,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
482417,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
482417,Eos,P25-3006,Proper25_2026,main_belt,33006,false
482421,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
482422,Themis,P25-3002,Proper25_2026,main_belt,13627,true
482423,Themis,P25-3002,Proper25_2026,main_belt,13627,true
482429,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482431,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
482433,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
482440,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
482448,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
482451,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482452,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482453,2002FX3,P25-6014,Proper25_2026,main_belt,14,true
482459,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482468,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
482470,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
482474,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
482475,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482482,Lucienne,P25-1009,Proper25_2026,main_belt,1525,true
482485,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482486,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482489,Clarissa,P25-1007,Proper25_2026,main_belt,812,true
482490,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482491,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482492,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482494,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
482496,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482497,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482499,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482501,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482510,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482512,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482513,Illyria,P25-2059,Proper25_2026,main_belt,692,true
482515,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482516,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482520,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482523,Svea,P25-1016,Proper25_2026,main_belt,436,true
482524,Clarissa,P25-1007,Proper25_2026,main_belt,812,true
482526,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482528,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482529,Lucienne,P25-1009,Proper25_2026,main_belt,1525,true
482530,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482534,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482535,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482536,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482539,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482541,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482543,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482544,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482553,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482558,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482559,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482561,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482563,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482564,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482565,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482568,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482581,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
482582,Karma,P25-2034,Proper25_2026,main_belt,606,true
482586,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482601,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482604,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
482607,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
482608,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482610,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
482616,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
482618,Charis,P25-3016,Proper25_2026,main_belt,3444,true
482620,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
482629,Padua,P25-2007,Proper25_2026,main_belt,1683,true
482634,Padua,P25-2007,Proper25_2026,main_belt,1683,true
482635,Misa,P25-2010,Proper25_2026,main_belt,2811,true
482645,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482658,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
482661,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482667,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482669,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
482672,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
482674,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
482675,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
482680,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
482682,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
482689,Gallia,P25-5002,Proper25_2026,main_belt,1346,true
482693,Aeolia,P25-2008,Proper25_2026,main_belt,1788,true
482698,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
482700,Brasilia,P25-3008,Proper25_2026,main_belt,3466,true
482703,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482705,Ino,P25-2022,Proper25_2026,main_belt,2411,true
482714,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482721,Armenia,P25-6005,Proper25_2026,main_belt,393,true
482722,Dora,P25-2012,Proper25_2026,main_belt,4906,true
482723,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
482729,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482734,2006KU114,P25-5012,Proper25_2026,main_belt,302,true
482736,Misa,P25-2010,Proper25_2026,main_belt,2811,true
482738,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482741,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482744,Gallia,P25-5002,Proper25_2026,main_belt,1346,true
482745,Juno,P25-2001,Proper25_2026,main_belt,16373,true
482750,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482758,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482760,Chloris,P25-2009,Proper25_2026,main_belt,1071,true
482764,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482770,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482773,Imhilde,P25-3039,Proper25_2026,main_belt,451,true
482775,Armenia,P25-6005,Proper25_2026,main_belt,393,true
482776,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
482777,Irma,P25-2044,Proper25_2026,main_belt,411,true
482778,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
482782,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
482783,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482786,Dora,P25-2012,Proper25_2026,main_belt,4906,true
482791,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
482792,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482805,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
482809,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482810,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
482813,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
482816,Flora,P25-1002,Proper25_2026,main_belt,23002,true
482819,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482822,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
482827,Flora,P25-1002,Proper25_2026,main_belt,23002,true
482831,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
482831,Flora,P25-1002,Proper25_2026,main_belt,23002,false
482832,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482835,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482840,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482852,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482858,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482863,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
482863,Flora,P25-1002,Proper25_2026,main_belt,23002,false
482866,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482869,Padua,P25-2007,Proper25_2026,main_belt,1683,true
482871,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482873,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
482886,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
482892,Flora,P25-1002,Proper25_2026,main_belt,23002,true
482894,Aeria,P25-2039,Proper25_2026,main_belt,117,true
482896,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482898,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
482902,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
482908,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
482909,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482913,Welzenbach,P25-2032,Proper25_2026,main_belt,2287,true
482921,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482925,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
482927,Illyria,P25-2059,Proper25_2026,main_belt,692,true
482930,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
482933,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
482939,Watsonia,P25-2037,Proper25_2026,main_belt,226,true
482943,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
482948,Svea,P25-1016,Proper25_2026,main_belt,436,true
482950,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482960,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
482961,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
482964,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482965,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
482972,Takehiro,P25-3081,Proper25_2026,main_belt,569,true
482976,Flora,P25-1002,Proper25_2026,main_belt,23002,true
482985,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
482986,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
482988,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
482989,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
482996,Eos,P25-3006,Proper25_2026,main_belt,33006,true
482999,Elfriede,P25-3032,Proper25_2026,main_belt,1081,true
482999,Ursula,P25-3031,Proper25_2026,main_belt,5228,false
483003,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483004,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483007,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483011,Tina,P25-5006,Proper25_2026,main_belt,1035,true
483012,Bellona,P25-2042,Proper25_2026,main_belt,958,true
483028,Nemesis,P25-2004,Proper25_2026,main_belt,2938,true
483039,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483039,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483044,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483047,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483049,Maria,P25-2006,Proper25_2026,main_belt,1683,true
483052,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483056,Misa,P25-2010,Proper25_2026,main_belt,2811,true
483060,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483061,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
483064,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483066,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483068,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483071,Gersuind,P25-5004,Proper25_2026,main_belt,567,true
483078,Istria,P25-5009,Proper25_2026,main_belt,301,true
483081,Emma,P25-3007,Proper25_2026,main_belt,1226,true
483083,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483085,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483086,Maria,P25-2006,Proper25_2026,main_belt,1683,true
483087,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483102,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483107,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483111,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
483113,Charis,P25-3016,Proper25_2026,main_belt,3444,true
483118,Julia,P25-2040,Proper25_2026,main_belt,1756,true
483120,Sulamitis,P25-1008,Proper25_2026,main_belt,825,true
483122,Avsyuk,P25-2063,Proper25_2026,main_belt,222,true
483123,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
483127,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
483128,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
483129,Padua,P25-2007,Proper25_2026,main_belt,1683,true
483130,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483131,Luthera,P25-6004,Proper25_2026,main_belt,1116,true
483142,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483142,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483152,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483154,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483155,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483157,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
483158,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
483159,Takehiro,P25-3081,Proper25_2026,main_belt,569,true
483160,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483161,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483162,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483164,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
483173,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
483173,Eos,P25-3006,Proper25_2026,main_belt,33006,false
483179,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483181,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483181,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483183,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
483186,Aeria,P25-2039,Proper25_2026,main_belt,117,true
483187,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483189,Welzenbach,P25-2032,Proper25_2026,main_belt,2287,true
483190,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483192,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
483194,Illyria,P25-2059,Proper25_2026,main_belt,692,true
483196,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
483203,Veritas,P25-3009,Proper25_2026,main_belt,6375,true
483203,Eos,P25-3006,Proper25_2026,main_belt,33006,false
483204,Sylvia,P25-3003,Proper25_2026,main_belt,1649,true
483206,Yakovlev,P25-3025,Proper25_2026,main_belt,330,true
483210,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
483211,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483215,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483215,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483220,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483221,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
483224,Agnia,P25-2014,Proper25_2026,main_belt,8374,true
483226,Witt,P25-2035,Proper25_2026,main_belt,4322,true
483227,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483232,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
483235,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483236,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
483238,Ulla,P25-6003,Proper25_2026,main_belt,103,true
483240,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483245,Merxia,P25-2013,Proper25_2026,main_belt,4226,true
483250,Ornamenta,P25-6006,Proper25_2026,main_belt,716,true
483250,Alauda,P25-6002,Proper25_2026,main_belt,3556,false
483251,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483252,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483253,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483256,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483259,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
483262,Emma,P25-3007,Proper25_2026,main_belt,1226,true
483264,Industria,P25-2050,Proper25_2026,main_belt,464,true
483265,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483274,Themis,P25-3002,Proper25_2026,main_belt,13627,true
483275,Ino,P25-2022,Proper25_2026,main_belt,2411,true
483276,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483277,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483288,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483289,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483290,Armenia,P25-6005,Proper25_2026,main_belt,393,true
483293,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
483294,Pamina,P25-2052,Proper25_2026,main_belt,81,true
483295,Karin,P25-3010,Proper25_2026,main_belt,3863,true
483295,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
483295,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
483297,Astrid,P25-2015,Proper25_2026,main_belt,1585,true
483298,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483300,Karin,P25-3010,Proper25_2026,main_belt,3863,true
483300,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
483300,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
483301,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483302,Emma,P25-3007,Proper25_2026,main_belt,1226,true
483303,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483311,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483312,Armenia,P25-6005,Proper25_2026,main_belt,393,true
483316,Elfriede,P25-3032,Proper25_2026,main_belt,1081,true
483316,Ursula,P25-3031,Proper25_2026,main_belt,5228,false
483320,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483321,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483323,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
483331,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483331,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483333,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483336,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
483337,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483338,Watsonia,P25-2037,Proper25_2026,main_belt,226,true
483340,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483341,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483354,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483361,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
483364,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
483365,Hertha,P25-1023,Proper25_2026,main_belt,1473,true
483365,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,false
483370,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483377,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483379,Theobalda,P25-3017,Proper25_2026,main_belt,4848,true
483385,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
483387,Crescentia,P25-2054,Proper25_2026,main_belt,805,true
483387,Maria,P25-2006,Proper25_2026,main_belt,1683,false
483389,Konig,P25-2017,Proper25_2026,main_belt,2611,true
483395,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483397,Flora,P25-1002,Proper25_2026,main_belt,23002,true
483401,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483404,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483406,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483414,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483417,Hansa,P25-5003,Proper25_2026,main_belt,5214,true
483420,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483421,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483425,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483426,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483440,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483454,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483455,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483457,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483458,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483461,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483463,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
483466,Hertha,P25-1023,Proper25_2026,main_belt,1473,true
483466,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,false
483476,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
483477,Iannini,P25-2020,Proper25_2026,main_belt,3110,true
483498,Pallas,P25-5001,Proper25_2026,main_belt,515,true
483501,Juno,P25-2001,Proper25_2026,main_belt,16373,true
483502,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483507,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483513,Chloris,P25-2009,Proper25_2026,main_belt,1071,true
483516,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
483519,Euphrosyne,P25-6001,Proper25_2026,main_belt,15488,true
483523,Juno,P25-2001,Proper25_2026,main_belt,16373,true
483527,Ursula,P25-3031,Proper25_2026,main_belt,5228,true
483528,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483545,Juno,P25-2001,Proper25_2026,main_belt,16373,true
483546,Crescentia,P25-2054,Proper25_2026,main_belt,805,true
483546,Maria,P25-2006,Proper25_2026,main_belt,1683,false
483548,Eunomia,P25-2002,Proper25_2026,main_belt,13099,true
483558,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483565,Juno,P25-2001,Proper25_2026,main_belt,16373,true
483571,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
483577,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
483592,Tercidina,P25-1024,Proper25_2026,main_belt,429,true
483597,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
483601,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483602,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483603,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483608,Theobalda,P25-3017,Proper25_2026,main_belt,4848,true
483609,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483612,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483613,Itha,P25-3033,Proper25_2026,main_belt,155,true
483615,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483618,Beagle,P25-3020,Proper25_2026,main_belt,638,true
483618,Themis,P25-3002,Proper25_2026,main_belt,13627,false
483620,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483622,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483624,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483626,Hertha,P25-1023,Proper25_2026,main_belt,1473,true
483626,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,false
483627,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483628,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483631,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483632,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483638,Themis,P25-3002,Proper25_2026,main_belt,13627,true
483640,Hygiea,P25-3001,Proper25_2026,main_belt,12750,true
483641,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483642,Alauda,P25-6002,Proper25_2026,main_belt,3556,true
483643,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483645,Lixiaohua,P25-3013,Proper25_2026,main_belt,6456,true
483650,Tirela,P25-3012,Proper25_2026,main_belt,14114,true
483653,Eos,P25-3006,Proper25_2026,main_belt,33006,true
483658,2002CS52,P25-2082,Proper25_2026,main_belt,216,true
483665,Adeona,P25-2005,Proper25_2026,main_belt,7382,true
483670,Nipponia,P25-2055,Proper25_2026,main_belt,510,true
483675,Rafita,P25-2018,Proper25_2026,main_belt,2126,true
483676,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483678,Ino,P25-2022,Proper25_2026,main_belt,2411,true
483679,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483688,Ino,P25-2022,Proper25_2026,main_belt,2411,true
483691,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
483692,Iannini,P25-2020,Proper25_2026,main_belt,3110,true
483696,Barcelona,P25-5005,Proper25_2026,main_belt,5428,true
483698,Aeternitas,P25-2051,Proper25_2026,main_belt,447,true
483703,Harmonia,P25-1019,Proper25_2026,main_belt,160,true
483707,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483707,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483722,Karin,P25-3010,Proper25_2026,main_belt,3863,true
483722,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
483722,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
483723,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483724,Flora,P25-1002,Proper25_2026,main_belt,23002,true
483727,Flora,P25-1002,Proper25_2026,main_belt,23002,true
483728,Flora,P25-1002,Proper25_2026,main_belt,23002,true
483732,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483740,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483742,Vesta,P25-1001,Proper25_2026,main_belt,27121,true
483748,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483748,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483752,Phocaea,P25-4001,Proper25_2026,main_belt,8406,true
483753,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483756,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483758,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483760,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483760,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483762,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483766,Erigone,P25-1006,Proper25_2026,main_belt,3601,true
483767,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483769,Koronis,P25-3005,Proper25_2026,main_belt,12208,true
483770,Feodosia,P25-2057,Proper25_2026,main_belt,125,true
483777,Hungaria,P25-4002,Proper25_2026,main_belt,3914,true
483779,Massalia,P25-1004,Proper25_2026,main_belt,19967,true
483783,Themis,P25-3002,Proper25_2026,main_belt,13627,true
483785,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483786,Baptistina,P25-1003,Proper25_2026,main_belt,15922,true
483786,Flora,P25-1002,Proper25_2026,main_belt,23002,false
483787,Nysa-Polana,P25-1005,Proper25_2026,main_belt,38648,true
483792,Karin,P25-3010,Proper25_2026,main_belt,3863,true
483792,Koronis2,P25-3021,Proper25_2026,main_belt,3863,false
483792,Koronis,P25-3005,Proper25_2026,main_belt,12208,false
483794,Charis,P25-3016,Proper25_2026,main_belt,3444,true
